lng,lat
18.41252206,45.31293621
18.40558528,45.30816427
18.403467,45.26615367
18.41167393,45.30990734
18.40547209,45.30828314
18.40558528,45.30816427
18.40563154,45.30831225
18.403467,45.26615367
18.40583926,45.30827647
18.39710895,45.31018397
18.40800036,45.28580572
18.41148453,45.31319186
18.41140423,45.31176053
18.40536688,45.3082752
18.41125381,45.31381373
18.40558528,45.30816427
18.41120478,45.31155729
18.40528917,45.30825218
18.41533916,45.31674895
18.403467,45.26615367
18.41262649,45.30991704
18.40535129,45.30825898
N/A,N/A
18.40538441,45.30821262
18.40796933,45.28584667
18.41218346,45.3101543
N/A,N/A
18.40558528,45.30816427
18.4057773,45.30823613
18.40576314,45.30824994
18.41152613,45.31324734
N/A,N/A
18.40894647,45.31077286
18.41573093,45.31225599
18.39712658,45.31018089
18.41068759,45.29737455
18.41144049,45.31329649
N/A,N/A
18.41135105,45.31399553
11.96319642,48.09450434
11.96327299,48.09438205
12.08493171,47.84252613
12.134604,47.8601467
11.96310364,48.09452187
11.96310126,48.094516
11.96551214,48.04852408
11.50388481,48.08741238
11.96313622,48.0944965
11.95520497,48.0759732
11.96310364,48.09452187
11.96537268,48.04841797
11.96314136,48.09451572
11.50388481,48.08741238
11.96310126,48.094516
11.98588078,48.07981238
11.96310126,48.094516
11.9699965,48.0771045
11.96391271,48.09413439
11.96914705,48.04562855
11.96308807,48.09455366
11.88949808,48.30983067
11.62690658,48.09977296
N/A,N/A
11.50447391,48.08769189
11.53107812,48.18267276
N/A,N/A
11.96305584,48.09444482
N/A,N/A
11.96310304,48.09442781
11.96319487,48.09443444
12.16119133,48.06568688
N/A,N/A
11.96303282,48.09446391
11.96314223,48.0946269
11.96308807,48.09455366
N/A,N/A
9.00585531,49.74204833
9.00348869,49.74699989
8.95569188,49.68451504
8.56304572,49.52522649
8.78563335,49.65502479
8.95569188,49.68451504
8.95556152,49.68440447
9.00430487,49.74328644
N/A,N/A
8.99041037,49.66023275
8.95556152,49.68440447
9.00208974,49.68240623
11.6612873,48.0987857
11.58326453,48.27741385
11.66075971,48.09868982
11.56326979,48.20821621
11.5696759,48.27235268
11.56155316,48.28591458
11.56860064,48.27277802
11.58315983,48.27738894
11.56150596,48.28589441
11.60180593,48.14039079
11.58315983,48.27738894
11.58343878,48.27738179
11.57635,48.1340868
11.57105598,48.13205656
11.58128445,48.15982685
11.58318924,48.27731567
11.63422381,48.30354479
11.5612235,48.2855705
11.55762204,48.25957974
11.58315983,48.27738894
11.5763546,48.11414522
11.58315983,48.27738894
11.55901481,48.24821626
11.58315983,48.27738894
11.75423572,47.70882907
11.58315983,48.27738894
11.60492361,48.19869331
11.58325786,48.27742784
11.55571173,48.13741621
11.58349139,48.27733492
11.55762204,48.25957974
11.66949615,48.32123623
11.58315983,48.27738894
11.42637807,48.14286024
11.58358258,48.27740416
11.5831236,48.27733206
11.78928114,48.14618253
11.58401806,48.27765177
12.36492515,47.86033893
N/A,N/A
N/A,N/A
13.03778185,47.80405312
13.03586567,47.79866667
11.58315983,48.27738894
11.5825519,48.2774238
N/A,N/A
11.58370454,48.27735763
