ID,TIME,lng_h,lat_h,lng_w,lat_w
UUT9T3,2023-12-29T12:21:18+0000,11.96314223,48.0946269,11.96303282,48.09446391
KYV43U,2024-01-04T13:14:23+0000,11.98643527,48.07930469,11.96305791,48.094486
KYV43U,2023-12-28T18:23:17+0000,11.96307397,48.09456659,11.96306298,48.09453157
KYV43U,2024-01-05T18:31:28+0000,11.96545094,48.04848927,11.96308187,48.09443148
KYV43U,2024-01-03T17:01:47+0000,11.9699965,48.0771045,11.96308807,48.09455366
KYV43U,2023-12-29T12:21:34+0000,11.96306298,48.09453157,11.96308807,48.09455366
UUT9T3,2024-01-02T17:01:05+0000,11.88949808,48.30983067,11.96308807,48.09455366
KYV43U,2024-01-04T20:01:03+0000,11.9651606,48.04838899,11.96308955,48.0945348
UUT9T3,2024-01-05T18:31:17+0000,11.96551214,48.04852408,11.96310126,48.094516
UUT9T3,2024-01-03T17:01:08+0000,11.9699965,48.0771045,11.96310126,48.094516
UUT9T3,2024-01-04T13:14:23+0000,11.98588078,48.07981238,11.96310126,48.094516
UUT9T3,2023-12-30T16:28:41+0000,11.96319487,48.09443444,11.96310304,48.09442781
UUT9T3,2024-01-04T20:00:52+0000,11.96537268,48.04841797,11.96310364,48.09452187
UUT9T3,2024-01-05T18:55:00+0000,11.96310126,48.094516,11.96310364,48.09452187
KYV43U,2024-01-05T18:54:46+0000,11.96308187,48.09443148,11.96311732,48.09459659
KYV43U,2024-01-06T16:01:58+0000,11.96315367,48.0945684,11.96313082,48.0944896
UUT9T3,2024-01-05T08:22:31+0000,11.95520497,48.0759732,11.96313622,48.0944965
UUT9T3,2024-01-04T15:35:31+0000,11.50388481,48.08741238,11.96314136,48.09451572
UUT9T3,2023-12-28T18:22:30+0000,11.96308807,48.09455366,11.96314223,48.0946269
KYV43U,2024-01-05T08:22:29+0000,11.95504098,48.07598564,11.96315241,48.09451483
KYV43U,2024-01-06T15:06:01+0000,12.08490973,47.84248048,11.96315367,48.0945684
KYV43U,2023-12-30T15:21:43+0000,12.16069529,48.06588607,11.96316977,48.09450789
UUT9T3,2023-12-30T15:21:25+0000,12.16119133,48.06568688,11.96319487,48.09443444
UUT9T3,2024-01-06T16:01:55+0000,11.96327299,48.09438205,11.96319642,48.09450434
KYV43U,2023-12-30T16:29:19+0000,11.96316977,48.09450789,11.96319932,48.09448149
KYV43U,2024-01-04T15:35:08+0000,11.50385843,48.08722164,11.96320125,48.09452538
UUT9T3,2024-01-06T15:05:56+0000,12.08493171,47.84252613,11.96327299,48.09438205
KYV43U,2024-01-02T17:01:32+0000,11.88948427,48.30954983,11.96331127,48.09436647
UUT9T3,2024-01-03T15:07:57+0000,11.96914705,48.04562855,11.96391271,48.09413439
KYV43U,2024-01-03T15:08:23+0000,11.96895454,48.0454319,11.96396577,48.09408445
KYV43U,2024-01-04T19:34:16+0000,11.96320125,48.09452538,11.9651606,48.04838899
UUT9T3,2024-01-04T19:33:41+0000,11.96314136,48.09451572,11.96537268,48.04841797
KYV43U,2024-01-05T11:42:48+0000,11.5037832,48.08746908,11.96545094,48.04848927
UUT9T3,2024-01-05T11:42:44+0000,11.50388481,48.08741238,11.96551214,48.04852408
KYV43U,2024-01-02T18:10:12+0000,11.96331127,48.09436647,11.96895454,48.0454319
UUT9T3,2024-01-02T18:09:56+0000,11.96308807,48.09455366,11.96914705,48.04562855
KYV43U,2024-01-03T16:32:31+0000,11.96396577,48.09408445,11.9699965,48.0771045
UUT9T3,2024-01-03T16:32:01+0000,11.96391271,48.09413439,11.9699965,48.0771045
UUT9T3,2024-01-03T17:35:25+0000,11.96310126,48.094516,11.98588078,48.07981238
KYV43U,2024-01-03T17:35:48+0000,11.96308807,48.09455366,11.98643527,48.07930469
KYV43U,2024-01-06T14:24:19+0000,12.13473556,47.86025251,12.08490973,47.84248048
UUT9T3,2024-01-06T14:24:09+0000,12.134604,47.8601467,12.08493171,47.84252613
UUT9T3,2024-01-06T09:39:49+0000,11.96310364,48.09452187,12.134604,47.8601467
KYV43U,2024-01-06T09:30:46+0000,11.96311732,48.09459659,12.13473556,47.86025251
RTTXRK,2023-12-29T18:27:27+0000,11.56910466,48.18682686,12.36453041,47.85943779
YJURU7,2023-12-26T16:36:30+0000,11.58315983,48.27738894,13.03586567,47.79866667
FL7LRL,2023-12-26T16:36:53+0000,11.58315983,48.27738894,13.03591567,47.79866133
FL7LRL,2023-12-27T15:48:10+0000,13.03591567,47.79866133,13.03776907,47.8039658
YJURU7,2023-12-27T15:47:26+0000,13.03586567,47.79866667,13.03778185,47.80405312
TGQR66,2023-12-29T11:55:14+0000,18.40800036,45.28580572,18.39710895,45.31018397
TGQR66,2023-12-23T18:29:55+0000,18.41068759,45.29737455,18.39712658,45.31018089
TGQR66,2023-12-31T09:11:52+0000,18.41252206,45.31293621,18.39735304,45.31024159
TGQR66,2024-01-05T11:28:39+0000,18.4081769,45.28582712,18.403408,45.2660735
TGQR66,2023-12-31T11:14:24+0000,18.4054851,45.30830568,18.403408,45.2660735
TGQR66,2024-01-05T21:34:58+0000,18.40556957,45.3082719,18.40342633,45.265968
TGQR66,2023-12-29T12:44:51+0000,18.40583926,45.30827647,18.403467,45.26615367
TGQR66,2023-12-30T08:59:52+0000,18.41167393,45.30990734,18.403467,45.26615367
TGQR66,2023-12-28T09:07:18+0000,18.41262649,45.30991704,18.403467,45.26615367
TGQR66,2023-12-28T12:12:17+0000,18.41533916,45.31674895,18.40528917,45.30825218
TGQR66,2024-01-02T10:40:15+0000,18.4117661,45.30992068,18.40532749,45.30822437
TGQR66,2023-12-28T19:17:07+0000,18.41125381,45.31381373,18.40536688,45.3082752
TGQR66,2023-12-27T10:58:36+0000,18.40796933,45.28584667,18.40538441,45.30821262
TGQR66,2024-01-05T12:16:05+0000,18.403408,45.2660735,18.4053952,45.30822468
TGQR66,2024-01-02T11:41:52+0000,18.40532749,45.30822437,18.4053952,45.30822468
TGQR66,2024-01-01T02:17:53+0000,18.405529,45.30827139,18.4054082,45.30824723
TGQR66,2024-01-05T13:24:35+0000,18.40960971,45.28433499,18.40546001,45.30800848
TGQR66,2023-12-29T15:30:05+0000,18.40558528,45.30816427,18.40547209,45.30828314
TGQR66,2023-12-31T10:29:36+0000,18.39735304,45.31024159,18.4054851,45.30830568
TGQR66,2023-12-31T20:27:39+0000,18.403408,45.2660735,18.405529,45.30827139
TGQR66,2024-01-05T17:35:39+0000,18.41071465,45.29736156,18.40555464,45.30825379
TGQR66,2024-01-05T17:55:57+0000,18.40555464,45.30825379,18.40556957,45.3082719
TGQR66,2023-12-30T17:45:58+0000,18.403467,45.26615367,18.40558528,45.30816427
TGQR66,2023-12-25T12:16:15+0000,18.4057773,45.30823613,18.40558528,45.30816427
TGQR66,2023-12-29T14:28:59+0000,18.40563154,45.30831225,18.40558528,45.30816427
TGQR66,2023-12-28T18:20:58+0000,18.41120478,45.31155729,18.40558528,45.30816427
TGQR66,2023-12-29T14:02:35+0000,18.403467,45.26615367,18.40563154,45.30831225
TGQR66,2024-01-04T11:17:41+0000,18.40803306,45.28588844,18.40563154,45.30831225
TGQR66,2023-12-24T09:19:28+0000,18.41152613,45.31324734,18.40576314,45.30824994
TGQR66,2023-12-24T12:16:05+0000,18.40576314,45.30824994,18.4057773,45.30823613
TGQR66,2023-12-29T12:24:44+0000,18.39710895,45.31018397,18.40583926,45.30827647
TGQR66,2023-12-27T10:08:37+0000,18.41218346,45.3101543,18.40796933,45.28584667
TGQR66,2023-12-29T10:13:46+0000,18.41148453,45.31319186,18.40800036,45.28580572
TGQR66,2024-01-04T10:02:37+0000,18.4117373,45.30996309,18.40803306,45.28588844
TGQR66,2024-01-05T10:17:01+0000,18.41225259,45.31014523,18.4081769,45.28582712
TGQR66,2024-01-02T13:37:37+0000,18.4053952,45.30822468,18.40821872,45.31270506
TGQR66,2023-12-23T20:02:22+0000,18.41573093,45.31225599,18.40894647,45.31077286
TGQR66,2024-01-05T12:57:25+0000,18.4053952,45.30822468,18.40960971,45.28433499
TGQR66,2023-12-23T17:11:50+0000,18.41144049,45.31329649,18.41068759,45.29737455
TGQR66,2024-01-05T14:41:03+0000,18.40546001,45.30800848,18.41071465,45.29736156
TGQR66,2024-01-02T09:13:23+0000,18.40962758,45.30370489,18.41101359,45.30367182
TGQR66,2023-12-28T15:34:21+0000,18.40528917,45.30825218,18.41120478,45.31155729
TGQR66,2023-12-28T18:51:27+0000,18.40558528,45.30816427,18.41125381,45.31381373
UUT9T3,2024-01-07T12:53:35+0000,11.96319642,48.09450434,18.41135105,45.31399553
TGQR66,2023-12-28T22:10:24+0000,18.40536688,45.3082752,18.41140423,45.31176053
TGQR66,2023-12-29T09:16:04+0000,18.41140423,45.31176053,18.41148453,45.31319186
TGQR66,2023-12-30T09:59:25+0000,18.40547209,45.30828314,18.41167393,45.30990734
TGQR66,2024-01-03T15:46:22+0000,18.405529,45.30827139,18.4117373,45.30996309
TGQR66,2024-01-02T10:15:12+0000,18.41101359,45.30367182,18.4117661,45.30992068
TGQR66,2024-01-04T21:34:34+0000,18.40547209,45.30828314,18.41225259,45.31014523
TGQR66,2023-12-30T19:11:26+0000,18.40558528,45.30816427,18.41252206,45.31293621
TGQR66,2023-12-27T22:56:56+0000,18.40535129,45.30825898,18.41262649,45.30991704
TGQR66,2024-01-02T15:16:13+0000,18.40821872,45.31270506,18.41300056,45.31346749
TGQR66,2023-12-28T10:54:07+0000,18.403467,45.26615367,18.41533916,45.31674895
TGQR66,2023-12-23T19:26:54+0000,18.39712658,45.31018089,18.41573093,45.31225599
TGQR66,2024-01-03T09:39:22+0000,18.67301946,45.5612927,18.63724171,45.55481498
TGQR66,2024-01-01T17:35:54+0000,18.41300056,45.31346749,18.67301946,45.5612927
TGQR66,2024-01-04T12:59:38+0000,18.40563154,45.30831225,18.78957268,45.29278275
